,id,places,theme,cluster,score
349,346,"[35, 67, 38, 13, 22, 60, 286]","[0.0, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.0, 0.42857142857142855, 0.0, 0.5714285714285714, 0.7142857142857143, 0.2857142857142857, 0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.0, 0.0, 0.42857142857142855, 0.2857142857142857, 0.0, 0.2857142857142857]",5,150504
350,347,"[3, 44, 14]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",9,485954
351,348,"[65, 2, 3, 4, 6, 105, 9, 16, 24, 122]","[0.0, 0.0, 0.2, 0.8, 0.0, 0.0, 0.1, 0.9, 0.3, 0.2, 0.5, 0.2, 0.5, 0.3, 0.9, 0.1, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]",9,485170
352,349,"[32, 2, 3, 4, 134, 9, 21, 310, 25, 62]","[0.1, 0.0, 0.3, 0.6, 0.1, 0.0, 0.0, 0.9, 0.2, 0.3, 0.5, 0.2, 0.5, 0.3, 0.5, 0.1, 0.4, 0.0, 0.8, 0.1, 0.0, 0.1]",3,428463
353,350,"[2, 3, 4, 6, 134, 42, 395, 13, 206, 111, 915, 52, 310, 86, 346, 94]","[0.125, 0.0625, 0.3125, 0.5, 0.125, 0.0, 0.1875, 0.6875, 0.5625, 0.1875, 0.25, 0.0625, 0.5625, 0.375, 0.5, 0.3125, 0.125, 0.0625, 0.5625, 0.3125, 0.0, 0.125]",11,293847
354,351,"[66, 101, 38, 176, 625, 22, 153, 59]","[0.25, 0.375, 0.375, 0.0, 0.25, 0.5, 0.0, 0.25, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.25, 0.5, 0.125, 0.125, 0.5, 0.0, 0.0, 0.5]",10,91182
355,37,"[58, 10, 19, 53, 602, 90, 29]","[0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.0, 0.14285714285714285, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.42857142857142855, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",7,155469
356,352,"[1, 161, 586, 48, 597, 438]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",11,246353
357,353,"[578, 3, 4, 707, 6, 9, 74, 42, 13, 111, 145, 52, 84, 25]","[0.2857142857142857, 0.0, 0.42857142857142855, 0.2857142857142857, 0.21428571428571427, 0.0, 0.14285714285714285, 0.6428571428571429, 0.6428571428571429, 0.14285714285714285, 0.21428571428571427, 0.07142857142857142, 0.6428571428571429, 0.2857142857142857, 0.42857142857142855, 0.35714285714285715, 0.07142857142857142, 0.14285714285714285, 0.5714285714285714, 0.21428571428571427, 0.0, 0.21428571428571427]",8,288428
358,354,"[4, 165, 5, 9, 76, 15, 16, 18, 29, 341, 214, 23, 59, 61, 223]","[0.2, 0.0, 0.4, 0.4, 0.13333333333333333, 0.0, 0.06666666666666667, 0.8, 0.5333333333333333, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667, 0.4, 0.5333333333333333, 0.3333333333333333, 0.4, 0.13333333333333333, 0.13333333333333333, 0.8, 0.06666666666666667, 0.0, 0.13333333333333333]",7,236953
359,355,"[3, 5, 197, 38, 8, 9, 10, 37, 16, 17, 24, 60, 31]","[0.07692307692307693, 0.07692307692307693, 0.3076923076923077, 0.5384615384615384, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.7692307692307693, 0.5384615384615384, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385, 0.3076923076923077, 0.5384615384615384, 0.6923076923076923, 0.15384615384615385, 0.15384615384615385, 0.0, 0.6153846153846154, 0.3076923076923077, 0.0, 0.07692307692307693]",11,323070
360,356,"[37, 103, 330, 15, 16, 17, 179, 20, 597, 214, 311, 220, 61]","[0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.5384615384615384, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.7692307692307693, 0.6923076923076923, 0.3076923076923077, 0.0, 0.07692307692307693, 0.38461538461538464, 0.5384615384615384, 0.5384615384615384, 0.23076923076923078, 0.15384615384615385, 0.07692307692307693, 0.46153846153846156, 0.3076923076923077, 0.0, 0.23076923076923078]",11,114187
361,357,"[1, 2, 3, 4, 13, 145]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.5, 0.0, 0.5, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",3,797757
362,358,"[1024, 1, 3, 5, 37, 9, 106, 13, 174, 16, 17, 21, 223]","[0.0, 0.07692307692307693, 0.3076923076923077, 0.6153846153846154, 0.0, 0.07692307692307693, 0.07692307692307693, 0.8461538461538461, 0.6153846153846154, 0.15384615384615385, 0.23076923076923078, 0.15384615384615385, 0.46153846153846156, 0.38461538461538464, 0.5384615384615384, 0.23076923076923078, 0.07692307692307693, 0.15384615384615385, 0.7692307692307693, 0.23076923076923078, 0.0, 0.0]",11,361135
363,359,"[395, 438, 366]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]",11,14816
364,360,"[2, 3, 707, 37, 392, 395, 13, 366, 15, 16, 145, 20, 53, 219, 573]","[0.13333333333333333, 0.0, 0.2, 0.6666666666666666, 0.13333333333333333, 0.0, 0.0, 0.8666666666666667, 0.6666666666666666, 0.13333333333333333, 0.2, 0.2, 0.3333333333333333, 0.4666666666666667, 0.6666666666666666, 0.2, 0.06666666666666667, 0.06666666666666667, 0.4666666666666667, 0.4666666666666667, 0.0, 0.06666666666666667]",11,247779
365,361,"[38, 78, 10, 22]","[0.25, 0.25, 0.5, 0.0, 0.25, 0.5, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0, 0.75, 0.25, 0.25, 0.5, 0.0, 0.25, 0.75, 0.0, 0.0, 0.25]",10,205034
366,362,"[128, 387, 10, 270, 16, 145, 22, 23, 411, 29, 417, 49, 184, 61, 76, 597, 86, 224, 102, 127]","[0.2, 0.05, 0.25, 0.5, 0.1, 0.05, 0.15, 0.7, 0.75, 0.1, 0.15, 0.2, 0.35, 0.45, 0.6, 0.35, 0.05, 0.0, 0.45, 0.35, 0.0, 0.2]",11,101591
367,363,"[824, 293, 53, 688]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.75, 0.75, 0.25, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.75, 0.0, 0.25, 0.0]",5,38227
368,364,"[65, 38, 239, 16, 112, 339, 20, 153, 60, 573, 62]","[0.36363636363636365, 0.09090909090909091, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 0.09090909090909091, 0.0, 0.5454545454545454, 0.8181818181818182, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.6363636363636364, 0.18181818181818182, 0.5454545454545454, 0.36363636363636365, 0.09090909090909091, 0.0, 0.2727272727272727, 0.36363636363636365, 0.0, 0.36363636363636365]",8,102291
369,365,"[3, 4, 6, 13, 25, 29]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",7,538650
370,366,"[101, 197, 10, 142, 80]","[0.8, 0.0, 0.2, 0.0, 0.8, 0.0, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.2, 0.8, 0.0, 0.0, 0.4, 0.0, 0.0, 0.6]",4,128534
371,367,"[37, 8, 202, 300, 179, 22, 121]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.2857142857142857, 0.0, 0.7142857142857143, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0]",3,136622
372,368,"[1, 3, 8, 10, 13, 270, 22, 25, 26, 28, 30, 165, 38, 41, 46, 317, 92, 98, 229, 368, 123]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 0.09523809523809523, 0.14285714285714285, 0.7619047619047619, 0.6190476190476191, 0.2857142857142857, 0.09523809523809523, 0.14285714285714285, 0.47619047619047616, 0.38095238095238093, 0.2857142857142857, 0.47619047619047616, 0.23809523809523808, 0.0, 0.8095238095238095, 0.14285714285714285, 0.0, 0.047619047619047616]",7,243505
373,369,"[65, 481, 3, 5, 38, 105, 10, 9, 13, 15, 80, 16, 49, 20, 52, 214, 25, 27]","[0.16666666666666666, 0.05555555555555555, 0.2777777777777778, 0.5, 0.1111111111111111, 0.1111111111111111, 0.05555555555555555, 0.7222222222222222, 0.6111111111111112, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.4444444444444444, 0.3333333333333333, 0.7222222222222222, 0.16666666666666666, 0.05555555555555555, 0.05555555555555555, 0.5555555555555556, 0.3333333333333333, 0.0, 0.1111111111111111]",11,255815
374,370,"[50, 4, 21]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0]",3,419405
375,371,"[2, 134, 74, 107, 76, 13, 93, 94, 223]","[0.1111111111111111, 0.0, 0.3333333333333333, 0.5555555555555556, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.4444444444444444, 0.3333333333333333, 0.2222222222222222, 0.0, 0.5555555555555556, 0.4444444444444444, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0, 0.8888888888888888, 0.0, 0.0, 0.1111111111111111]",7,223924
376,372,"[2, 3, 5, 9, 15, 16, 112, 434, 22, 24, 27, 60, 62]","[0.15384615384615385, 0.0, 0.3076923076923077, 0.5384615384615384, 0.07692307692307693, 0.07692307692307693, 0.0, 0.8461538461538461, 0.5384615384615384, 0.15384615384615385, 0.3076923076923077, 0.3076923076923077, 0.46153846153846156, 0.23076923076923078, 0.6923076923076923, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.5384615384615384, 0.3076923076923077, 0.0, 0.15384615384615385]",11,359764
377,373,"[66, 3, 1029, 103, 169]","[0.2, 0.2, 0.2, 0.4, 0.2, 0.2, 0.2, 0.4, 0.8, 0.0, 0.2, 0.2, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.4, 0.4, 0.0, 0.2]",8,249870
378,374,"[32, 65, 419, 38, 7, 8, 105, 10, 75, 14, 243, 279, 59, 60]","[0.07142857142857142, 0.07142857142857142, 0.5, 0.35714285714285715, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.35714285714285715, 0.42857142857142855, 0.21428571428571427, 0.6428571428571429, 0.2857142857142857, 0.07142857142857142, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0]",3,174930
379,375,"[2, 707, 4, 3, 134, 8, 232, 270, 145, 52, 310, 26, 92, 94]","[0.14285714285714285, 0.0, 0.2857142857142857, 0.5714285714285714, 0.07142857142857142, 0.0, 0.0, 0.9285714285714286, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.35714285714285715, 0.21428571428571427, 0.0, 0.7142857142857143, 0.21428571428571427, 0.0, 0.07142857142857142]",2,301928
380,376,"[160, 1, 37, 44, 80]","[0.2, 0.0, 0.4, 0.4, 0.2, 0.0, 0.2, 0.6, 0.8, 0.0, 0.2, 0.4, 0.4, 0.2, 0.6, 0.4, 0.0, 0.0, 0.4, 0.4, 0.2, 0.0]",11,336725
381,377,"[2, 3, 38, 230, 134, 6, 15, 49, 29]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.6666666666666666, 0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.5555555555555556, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.5555555555555556, 0.4444444444444444, 0.0, 0.0]",11,402209
382,378,"[3, 5, 6, 103, 8, 9, 72, 523, 74, 16, 49, 17, 20, 22, 24]","[0.06666666666666667, 0.0, 0.26666666666666666, 0.6666666666666666, 0.0, 0.06666666666666667, 0.13333333333333333, 0.8, 0.6666666666666666, 0.13333333333333333, 0.2, 0.2, 0.4, 0.4, 0.6666666666666666, 0.26666666666666666, 0.06666666666666667, 0.0, 0.6, 0.26666666666666666, 0.0, 0.13333333333333333]",11,310736
383,379,"[18, 20, 30, 15]","[0.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.25, 0.75, 0.75, 0.25, 0.0, 0.25, 0.75, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 0.0, 0.0]",5,221554
384,380,"[2, 134, 59, 13, 219, 60, 61]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285]",2,276493
385,381,"[1, 2, 3, 5, 38, 903, 9, 15, 16, 49, 17, 341, 22, 310, 28, 573]","[0.0625, 0.0625, 0.1875, 0.6875, 0.0625, 0.125, 0.0625, 0.75, 0.5, 0.3125, 0.1875, 0.1875, 0.4375, 0.375, 0.625, 0.125, 0.125, 0.125, 0.75, 0.25, 0.0, 0.0]",11,375279
386,382,"[320, 59, 586, 907, 244, 187, 60]","[0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.5714285714285714, 0.42857142857142855, 0.0, 0.14285714285714285, 0.0, 0.8571428571428571, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",1,46314
387,384,"[3, 573, 5, 6, 38, 8, 9, 16, 55, 61]","[0.1, 0.2, 0.1, 0.6, 0.0, 0.2, 0.2, 0.6, 0.7, 0.1, 0.2, 0.1, 0.5, 0.4, 0.6, 0.2, 0.1, 0.1, 0.5, 0.4, 0.0, 0.1]",11,377859
388,385,"[161, 162, 2, 3, 37, 5, 8, 59, 9, 175, 341, 27, 29]","[0.15384615384615385, 0.0, 0.15384615384615385, 0.6923076923076923, 0.07692307692307693, 0.0, 0.0, 0.9230769230769231, 0.23076923076923078, 0.3076923076923077, 0.46153846153846156, 0.3076923076923077, 0.3076923076923077, 0.38461538461538464, 0.6153846153846154, 0.15384615384615385, 0.07692307692307693, 0.15384615384615385, 0.6923076923076923, 0.3076923076923077, 0.0, 0.0]",9,342184
389,386,"[223, 3, 8, 361, 10, 44, 13, 14, 19, 52, 470, 22, 376, 25, 410, 31]","[0.0625, 0.0625, 0.5625, 0.3125, 0.0, 0.0625, 0.0625, 0.875, 0.375, 0.4375, 0.1875, 0.1875, 0.25, 0.5625, 0.375, 0.1875, 0.25, 0.1875, 0.6875, 0.25, 0.0, 0.0625]",2,225091
390,387,"[8, 10, 15, 19, 22, 214, 59, 28]","[0.125, 0.0, 0.75, 0.125, 0.125, 0.125, 0.125, 0.625, 0.5, 0.5, 0.0, 0.25, 0.375, 0.375, 0.375, 0.375, 0.125, 0.125, 0.875, 0.0, 0.0, 0.125]",7,230315
391,388,"[8, 244, 37]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",2,205464
392,389,"[2, 103, 10, 15, 50, 31, 95]","[0.2857142857142857, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.0, 0.2857142857142857, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 1.0, 0.0, 0.0, 0.0]",0,325940
393,390,"[128, 224, 994, 389, 679, 7, 650, 428, 732, 125]","[0.0, 0.0, 0.1, 0.9, 0.0, 0.0, 0.1, 0.9, 0.4, 0.0, 0.6, 0.8, 0.2, 0.0, 0.9, 0.1, 0.0, 0.0, 0.1, 0.9, 0.0, 0.0]",9,66430
394,391,"[9, 2, 3, 4]","[0.0, 0.0, 0.25, 0.75, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.25, 0.75, 0.0, 1.0, 0.0, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",9,884093
395,392,"[2, 3, 105, 9, 22]","[0.0, 0.0, 0.4, 0.6, 0.0, 0.2, 0.0, 0.8, 0.2, 0.2, 0.6, 0.2, 0.8, 0.0, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.0, 0.0]",3,578718
396,393,"[1, 2, 8, 174, 145, 310]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666]",0,504335
397,394,"[65, 358, 15, 16, 17, 20, 214, 311, 220]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.6666666666666666, 0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.2222222222222222, 0.3333333333333333, 0.4444444444444444, 0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.4444444444444444, 0.0, 0.2222222222222222]",11,134913
398,395,"[32, 1089, 2, 3, 4, 8, 9, 10, 13, 174, 15, 22, 26, 93]","[0.0, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.07142857142857142, 0.07142857142857142, 0.8571428571428571, 0.5, 0.21428571428571427, 0.2857142857142857, 0.21428571428571427, 0.6428571428571429, 0.14285714285714285, 0.35714285714285715, 0.42857142857142855, 0.07142857142857142, 0.14285714285714285, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",5,403313
399,396,"[3, 4, 80, 86, 29]","[0.4, 0.0, 0.4, 0.2, 0.4, 0.0, 0.2, 0.4, 0.4, 0.2, 0.4, 0.2, 0.6, 0.2, 0.6, 0.4, 0.0, 0.0, 0.6, 0.4, 0.0, 0.0]",8,455980
400,397,"[3, 4, 5, 6, 9, 42, 270, 143, 15, 145, 52, 214, 346, 61]","[0.21428571428571427, 0.0, 0.35714285714285715, 0.42857142857142855, 0.14285714285714285, 0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 0.07142857142857142, 0.21428571428571427, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.5, 0.35714285714285715, 0.0, 0.14285714285714285, 0.5, 0.21428571428571427, 0.0, 0.2857142857142857]",8,316120
401,398,"[11, 367, 369, 861, 702]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.2, 0.2, 0.6, 0.8, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0, 0.4, 0.6, 0.0, 0.0]",9,84367
402,399,"[3, 8, 395, 336, 242, 532, 438, 310, 255]","[0.1111111111111111, 0.0, 0.3333333333333333, 0.5555555555555556, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0, 0.3333333333333333, 0.5555555555555556, 0.0, 0.1111111111111111]",11,178682
403,400,"[39, 13, 109, 47, 49, 23, 25, 61]","[0.25, 0.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.75, 0.75, 0.25, 0.0, 0.0, 0.375, 0.625, 0.125, 0.625, 0.25, 0.0, 0.75, 0.125, 0.0, 0.125]",7,159929
404,401,"[2, 3, 37, 134, 8, 9, 44, 13, 14, 15, 16, 17, 25, 223]","[0.0, 0.0, 0.2857142857142857, 0.7142857142857143, 0.0, 0.0, 0.0, 1.0, 0.21428571428571427, 0.42857142857142855, 0.35714285714285715, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.07142857142857142, 0.2857142857142857, 0.07142857142857142, 0.6428571428571429, 0.35714285714285715, 0.0, 0.0]",2,358488
405,402,"[2, 3, 5, 37, 903, 8, 9, 13, 145, 22, 30, 62]","[0.25, 0.08333333333333333, 0.25, 0.4166666666666667, 0.25, 0.08333333333333333, 0.08333333333333333, 0.5833333333333334, 0.6666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.6666666666666666, 0.25, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",8,392263
406,403,"[65, 2, 707, 382, 5, 6, 8, 9, 42, 15, 470, 24, 26, 59, 61, 62]","[0.1875, 0.0, 0.3125, 0.5, 0.0625, 0.0, 0.125, 0.8125, 0.4375, 0.375, 0.1875, 0.1875, 0.4375, 0.375, 0.375, 0.25, 0.125, 0.25, 0.6875, 0.1875, 0.0, 0.125]",3,284193
407,404,"[67, 35, 60, 38]","[0.0, 0.25, 0.5, 0.25, 0.0, 0.25, 0.0, 0.75, 0.5, 0.5, 0.0, 0.25, 0.5, 0.25, 0.75, 0.25, 0.0, 0.0, 0.25, 0.5, 0.0, 0.25]",11,124822
408,405,"[3, 37, 8, 9, 42, 13, 15, 432, 273, 214, 152, 61]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.25, 0.0, 0.08333333333333333, 0.6666666666666666, 0.5833333333333334, 0.25, 0.16666666666666666, 0.16666666666666666, 0.5, 0.3333333333333333, 0.5, 0.16666666666666666, 0.08333333333333333, 0.25, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333]",8,248754
409,406,"[3, 4, 37, 103, 9, 112, 16, 49, 17, 20, 18, 278, 21]","[0.07692307692307693, 0.0, 0.3076923076923077, 0.6153846153846154, 0.07692307692307693, 0.0, 0.0, 0.9230769230769231, 0.6153846153846154, 0.07692307692307693, 0.3076923076923077, 0.15384615384615385, 0.46153846153846156, 0.38461538461538464, 0.6923076923076923, 0.3076923076923077, 0.0, 0.0, 0.6923076923076923, 0.3076923076923077, 0.0, 0.0]",11,303923
410,407,"[2, 3, 37, 6, 8, 9, 187, 13, 16, 53, 25, 59]","[0.08333333333333333, 0.0, 0.3333333333333333, 0.5833333333333334, 0.0, 0.0, 0.08333333333333333, 0.9166666666666666, 0.4166666666666667, 0.3333333333333333, 0.25, 0.08333333333333333, 0.25, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",2,406138
411,408,"[5, 10, 13, 17, 214, 345, 26, 60]","[0.125, 0.0, 0.5, 0.375, 0.125, 0.0, 0.125, 0.75, 0.625, 0.375, 0.0, 0.25, 0.5, 0.25, 0.625, 0.25, 0.0, 0.125, 0.625, 0.25, 0.0, 0.125]",11,242567
412,409,"[65, 162, 5, 80, 17, 49, 16, 213, 53, 23, 24, 187, 60, 445]","[0.21428571428571427, 0.0, 0.21428571428571427, 0.5714285714285714, 0.07142857142857142, 0.0, 0.0, 0.9285714285714286, 0.5, 0.42857142857142855, 0.07142857142857142, 0.14285714285714285, 0.35714285714285715, 0.5, 0.7142857142857143, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.6428571428571429, 0.35714285714285715, 0.0, 0.0]",11,159658
413,410,"[2, 3, 4, 134, 308, 310, 217, 219]","[0.0, 0.125, 0.25, 0.625, 0.0, 0.0, 0.0, 1.0, 0.125, 0.375, 0.5, 0.25, 0.375, 0.375, 0.75, 0.0, 0.25, 0.0, 0.5, 0.375, 0.0, 0.125]",9,412601
414,411,"[32, 1, 223, 3, 5, 8, 9, 10, 15, 19, 22, 26, 59, 31]","[0.0, 0.0, 0.6428571428571429, 0.35714285714285715, 0.0, 0.07142857142857142, 0.14285714285714285, 0.7857142857142857, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.21428571428571427, 0.42857142857142855, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.21428571428571427, 0.07142857142857142, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",7,395177
415,412,"[2, 3, 5, 38, 9, 76, 16, 92, 61]","[0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.5555555555555556, 0.0, 0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.6666666666666666, 0.0, 0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111]",11,439320
416,413,"[2, 134, 6, 42, 305, 310, 28, 62]","[0.125, 0.0, 0.125, 0.75, 0.125, 0.0, 0.125, 0.75, 0.5, 0.375, 0.125, 0.125, 0.5, 0.375, 0.375, 0.125, 0.375, 0.125, 0.625, 0.25, 0.0, 0.125]",11,287983
417,414,"[2, 707, 4, 37, 134, 8, 361, 13, 111, 50, 52, 118]","[0.16666666666666666, 0.0, 0.4166666666666667, 0.4166666666666667, 0.08333333333333333, 0.0, 0.16666666666666666, 0.75, 0.5833333333333334, 0.25, 0.16666666666666666, 0.0, 0.4166666666666667, 0.5833333333333334, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",7,289165
